AccusedMasterID,CaseMasterID,TruePersonID,TrueRingID
1288,1263,2241,
1289,1264,9402,
1290,1265,2774,
1291,1266,2243,
1292,1267,1274,
1293,1268,5332,
1294,1269,4126,
1295,1270,2044,
1296,1271,10831,
1297,1272,3776,
1298,1273,10595,
1299,1274,4110,
1300,1275,2016,
1301,1276,8586,
1302,1277,6321,
1303,1278,5900,
1304,1279,1227,
1305,1280,8714,
1306,1281,8326,
1307,1282,5699,
1308,1283,7843,
1309,1284,5877,
1310,1285,5923,
1311,1286,5536,
1312,1287,6008,
1313,1288,10476,
1314,1289,8874,
1315,1290,9671,
1316,1291,941,
1317,1292,428,
1318,1293,2256,
1319,1294,5715,
1320,1295,1142,
1321,1296,8167,
1322,1297,5183,
1323,1298,2980,
1324,1299,970,
1325,1300,2390,
1326,1301,5499,
1327,1302,2296,
1328,1303,10544,
1329,1304,2704,
1330,1305,10293,
1331,1306,4719,
1332,1307,1909,
1333,1308,6170,
1334,1309,7493,
1335,1310,4465,
1336,1311,11044,
1337,1312,6509,
1338,1313,8045,
1339,1314,8506,3.0
1340,1314,1733,3.0
1341,1314,10943,3.0
1342,1314,7340,3.0
1343,1315,3306,
1344,1316,11278,
1345,1317,2425,
1346,1318,2959,
1347,1319,3845,
1348,1320,4326,
1349,1321,96,
1350,1322,2735,
1351,1323,7053,
1352,1324,11932,
1353,1325,811,
1354,1326,10268,
1355,1327,2165,
1356,1328,5914,
1357,1329,6310,
1358,1330,832,
1359,1331,353,
1360,1332,10800,
1361,1333,8755,
1362,1334,2498,
1363,1335,11505,
1364,1336,10633,
1365,1337,7964,
1366,1338,1004,
1367,1339,7971,
1368,1340,10071,
1369,1341,845,
1370,1342,8567,
1371,1343,3617,
1372,1344,7310,
1373,1345,8567,
1374,1346,4555,
1375,1347,3967,
1376,1348,7618,
1377,1349,6099,
1378,1350,128,
1379,1351,11160,
1380,1352,9003,
1381,1353,2951,
1382,1354,6166,
1383,1355,5230,
1384,1356,11575,
1385,1357,7361,
1386,1358,3449,
1387,1359,3888,
1388,1360,1834,
1389,1361,11470,
1390,1362,11063,4.0
1391,1362,8905,4.0
1392,1363,3558,
1393,1364,3498,
1394,1365,1683,
1395,1366,9620,
1396,1367,3101,
1397,1368,2939,
1398,1369,11320,
1399,1370,1897,
1400,1371,4114,
1401,1372,310,
1402,1373,5507,
1403,1374,1056,
1404,1375,4770,
1405,1376,6666,
1406,1377,5149,
1407,1378,6228,
1408,1379,2770,
1409,1380,7274,
1410,1381,9752,
1411,1382,8590,
1412,1383,3591,
1413,1384,6607,
1414,1385,4312,
1415,1386,8158,
1416,1387,8973,
1417,1388,547,
1418,1389,2250,
1419,1390,1662,
1420,1391,11180,
1421,1392,8161,
1422,1393,8778,
1423,1394,8260,
1424,1395,11973,
1425,1396,8811,
1426,1397,6641,
1427,1398,3688,
1428,1399,6936,
1429,1400,11675,
1430,1401,5087,
1431,1402,1677,
1432,1403,1230,
1433,1404,2036,
1434,1405,5424,
1435,1406,3660,
1436,1407,6116,
1437,1408,7584,
1438,1409,6469,
1439,1410,11788,
1440,1411,4867,
1441,1412,2775,
1442,1413,377,1.0
1443,1413,9350,1.0
1444,1414,10648,
1445,1415,11389,
1446,1416,986,
1447,1417,5059,
1448,1418,4195,
1449,1419,3513,
1450,1420,704,
1451,1421,9519,
1452,1422,4344,
1453,1423,5866,
1454,1424,10512,
1455,1425,3790,
1456,1426,8734,
1457,1427,5304,
1458,1428,10156,
1459,1429,6857,
1460,1430,4526,
1461,1431,638,2.0
1462,1431,4951,2.0
1463,1432,10226,
1464,1433,1801,
1465,1434,9399,
1466,1435,10710,
1467,1436,8506,3.0
1468,1436,11440,3.0
1469,1437,2538,
1470,1438,8248,
1471,1439,971,
1472,1440,9124,
1473,1441,2127,
1474,1442,2779,
1475,1443,7953,
1476,1444,4630,
1477,1445,11923,
1478,1446,10621,
1479,1447,8676,
1480,1448,7477,
1481,1449,11407,
1482,1450,2113,
1483,1451,786,
1484,1452,5619,
1485,1453,6797,
1486,1454,5203,
1487,1455,3401,
1488,1456,11797,
1489,1457,1472,
1490,1458,10605,
1491,1459,5932,
1492,1460,9354,
1493,1461,5041,
1494,1462,6158,
1495,1463,3416,
1496,1464,8228,
1497,1465,4987,
1498,1466,1514,
1499,1467,10338,
1500,1468,6453,
1501,1469,3533,
1502,1470,55,
1503,1471,7819,
1504,1472,11205,
1505,1473,3544,
1506,1474,850,
1507,1475,10684,
1508,1476,3592,
1509,1477,6094,
1510,1478,9944,
1511,1479,9750,
1512,1480,8720,
1513,1481,7386,
1514,1482,3389,
1515,1483,3379,
1516,1484,6875,
1517,1485,3234,
1518,1486,7383,
1519,1487,7957,
1520,1488,3763,
1521,1489,3126,
1522,1490,10816,
1523,1491,11423,
1524,1492,5329,
1525,1493,9728,
1526,1494,2595,
1527,1495,4654,
1528,1496,5752,
1529,1497,8552,
1530,1498,6764,
1531,1499,5122,
1532,1500,840,
1533,1501,963,
1534,1502,6294,
1535,1503,4529,
1536,1504,9176,
1537,1505,2249,
1538,1506,4343,
1539,1507,3784,
1540,1508,3534,
1541,1509,9319,
1542,1510,1335,
1543,1511,4275,
1544,1512,8911,
1545,1513,10357,
1546,1514,7007,
1547,1515,6177,
1548,1516,3682,
1549,1517,4955,
1550,1518,11608,
1551,1519,3871,
1552,1520,4673,
1553,1521,11391,
1554,1522,1590,
1555,1523,822,
1556,1524,10621,
1557,1525,1305,
1558,1526,6009,
1559,1527,7244,
1560,1528,11598,
1561,1529,10722,
1562,1530,1415,
1563,1531,10684,
1564,1532,2740,
1565,1533,2154,
1566,1534,11587,
1567,1535,4324,
1568,1536,4944,
1569,1537,2831,
1570,1538,3263,
1571,1539,2631,
1572,1540,2657,
1573,1541,10915,
1574,1542,8626,
1575,1543,1330,
1576,1544,7537,
1577,1545,6008,
1578,1546,6016,
1579,1547,1327,
1580,1548,2598,
1581,1549,2099,
1582,1550,11083,
1583,1551,8835,
1584,1552,10518,
1585,1553,11874,
1586,1554,75,
1587,1555,8215,
1588,1556,11112,
1589,1557,10619,
1590,1558,10531,
1591,1559,5604,
1592,1560,8425,
1593,1561,11204,
1594,1562,7349,
