CaseMasterID,ActID,SectionID
227,IPC,326
228,IPC,354D
228,IPC,67
229,IPC,363
229,IPC,365
230,IPC,420
231,IPC,379
231,IPC,380
232,IPC,420
233,IPC,354
234,IPC,268
235,IPC,498A
236,IPC,268
237,IPC,392
238,IPC,379
239,IPC,395
240,IPC,379
240,IPC,380
241,IPC,420
242,IPC,379
242,IPC,380
243,IPC,420
243,IPC,66D
244,IPC,420
245,IPC,379
245,IPC,380
246,IPC,323
247,IPC,325
247,IPC,326
248,IPC,379
248,IPC,380
249,IPC,356
249,IPC,379
250,IPC,143
251,IPC,454
251,IPC,457
252,IPC,307
253,IPC,143
254,IPC,354
255,IPC,379
255,IPC,380
256,IPC,420
257,IPC,323
258,IPC,325
258,IPC,326
259,IPC,498A
260,IPC,354D
260,IPC,67
261,IPC,325
261,IPC,326
262,IPC,323
263,IPC,379
264,IPC,420
265,IPC,143
266,IPC,420
267,IPC,302
268,IPC,323
269,IPC,379
270,IPC,392
271,IPC,356
271,IPC,379
272,IPC,420
272,IPC,66D
273,IPC,454
273,IPC,457
274,IPC,420
274,IPC,66D
275,IPC,356
275,IPC,379
276,IPC,356
276,IPC,379
277,IPC,420
278,IPC,420
279,IPC,454
279,IPC,457
280,IPC,498A
281,IPC,354
282,IPC,323
283,IPC,420
284,IPC,354
285,IPC,420
285,IPC,66D
286,IPC,143
287,IPC,268
288,IPC,356
288,IPC,379
289,IPC,454
289,IPC,457
290,IPC,498A
290,IPC,304B
291,IPC,356
291,IPC,379
292,IPC,454
292,IPC,457
293,IPC,379
294,IPC,354D
294,IPC,67
295,IPC,147
295,IPC,148
296,IPC,379
296,IPC,380
297,IPC,354D
297,IPC,67
298,IPC,356
298,IPC,379
299,IPC,420
299,IPC,66D
300,IPC,454
300,IPC,457
301,IPC,379
302,IPC,143
303,IPC,454
303,IPC,457
304,IPC,356
304,IPC,379
305,IPC,454
305,IPC,457
306,IPC,420
306,IPC,66D
307,IPC,379
307,IPC,380
308,IPC,498A
309,IPC,325
309,IPC,326
310,IPC,498A
311,IPC,454
311,IPC,457
312,IPC,325
312,IPC,326
313,IPC,454
313,IPC,457
314,IPC,356
314,IPC,379
315,IPC,498A
316,IPC,143
317,IPC,363
317,IPC,365
318,IPC,323
319,IPC,420
320,IPC,27
321,IPC,354
322,IPC,379
322,IPC,380
323,IPC,268
324,IPC,27
325,IPC,325
325,IPC,326
326,IPC,420
326,IPC,66D
327,IPC,379
328,IPC,307
329,IPC,356
329,IPC,379
330,IPC,147
330,IPC,148
331,IPC,323
332,IPC,498A
333,IPC,454
333,IPC,457
334,IPC,325
334,IPC,326
335,IPC,454
335,IPC,457
336,IPC,323
337,IPC,302
338,IPC,356
338,IPC,379
339,IPC,379
340,IPC,379
341,IPC,27
342,IPC,323
343,IPC,392
344,IPC,363
344,IPC,365
345,IPC,454
345,IPC,457
346,IPC,302
347,IPC,420
348,IPC,379
349,IPC,307
350,IPC,307
351,IPC,379
352,IPC,363
352,IPC,365
353,IPC,379
353,IPC,380
354,IPC,392
355,IPC,323
356,IPC,379
356,IPC,380
357,IPC,268
358,IPC,392
359,IPC,420
360,IPC,420
361,IPC,27
362,IPC,498A
363,IPC,302
364,IPC,498A
365,IPC,325
365,IPC,326
366,IPC,323
367,IPC,307
368,IPC,356
368,IPC,379
369,IPC,363
369,IPC,365
370,IPC,21
370,IPC,29
371,IPC,356
371,IPC,379
372,IPC,379
373,IPC,354
374,IPC,302
375,IPC,323
376,IPC,354D
376,IPC,67
377,IPC,379
377,IPC,380
378,IPC,356
378,IPC,379
379,IPC,325
379,IPC,326
380,IPC,379
381,IPC,379
381,IPC,380
382,IPC,454
382,IPC,457
383,IPC,27
384,IPC,302
385,IPC,379
386,IPC,420
386,IPC,66D
387,IPC,143
388,IPC,379
389,IPC,323
390,IPC,27
391,IPC,323
392,IPC,147
392,IPC,148
393,IPC,323
394,IPC,268
395,IPC,356
395,IPC,379
396,IPC,354
397,IPC,392
398,IPC,323
399,IPC,420
400,IPC,379
401,IPC,420
402,IPC,392
403,IPC,498A
403,IPC,304B
404,IPC,354
405,IPC,379
405,IPC,380
406,IPC,307
407,IPC,379
408,IPC,379
409,IPC,379
409,IPC,380
410,IPC,498A
411,IPC,420
412,IPC,21
412,IPC,29
413,IPC,420
414,IPC,354D
414,IPC,67
415,IPC,143
416,IPC,325
416,IPC,326
417,IPC,454
417,IPC,457
418,IPC,392
419,IPC,498A
420,IPC,325
420,IPC,326
421,IPC,420
421,IPC,66D
422,IPC,147
422,IPC,148
423,IPC,498A
423,IPC,304B
424,IPC,356
424,IPC,379
425,IPC,420
426,IPC,21
426,IPC,29
427,IPC,354
428,IPC,420
429,IPC,323
430,IPC,454
430,IPC,457
431,IPC,498A
431,IPC,304B
432,IPC,498A
432,IPC,304B
433,IPC,323
434,IPC,379
435,IPC,323
436,IPC,268
437,IPC,420
437,IPC,66D
438,IPC,354
439,IPC,420
439,IPC,66D
440,IPC,420
441,IPC,354
442,IPC,379
443,IPC,323
444,IPC,27
445,IPC,498A
445,IPC,304B
446,IPC,302
447,IPC,454
447,IPC,457
448,IPC,498A
448,IPC,304B
449,IPC,323
450,IPC,379
451,IPC,379
452,IPC,354D
452,IPC,67
453,IPC,392
454,IPC,420
454,IPC,66D
455,IPC,454
455,IPC,457
456,IPC,420
457,IPC,454
457,IPC,457
458,IPC,454
458,IPC,457
459,IPC,268
460,IPC,420
461,IPC,379
462,IPC,420
462,IPC,66D
463,IPC,420
463,IPC,66D
464,IPC,379
465,IPC,325
465,IPC,326
466,IPC,323
467,IPC,454
467,IPC,457
468,IPC,498A
469,IPC,379
469,IPC,380
470,IPC,420
470,IPC,66D
471,IPC,420
472,IPC,325
472,IPC,326
473,IPC,147
473,IPC,148
474,IPC,323
475,IPC,354
476,IPC,268
477,IPC,420
477,IPC,66D
478,IPC,454
478,IPC,457
479,IPC,379
480,IPC,379
480,IPC,380
481,IPC,356
481,IPC,379
482,IPC,302
483,IPC,420
483,IPC,66D
484,IPC,307
485,IPC,420
485,IPC,66D
486,IPC,379
486,IPC,380
487,IPC,392
488,IPC,379
488,IPC,380
489,IPC,147
489,IPC,148
490,IPC,392
491,IPC,498A
492,IPC,420
492,IPC,66D
493,IPC,395
494,IPC,363
494,IPC,365
495,IPC,268
496,IPC,354
497,IPC,323
498,IPC,420
499,IPC,363
499,IPC,365
500,IPC,323
501,IPC,420
501,IPC,66D
502,IPC,420
503,IPC,356
503,IPC,379
504,IPC,420
504,IPC,66D
505,IPC,379
505,IPC,380
506,IPC,325
506,IPC,326
507,IPC,420
508,IPC,325
508,IPC,326
509,IPC,323
510,IPC,420
511,IPC,307
512,IPC,27
513,IPC,354
514,IPC,356
514,IPC,379
515,IPC,498A
516,IPC,268
517,IPC,354D
517,IPC,67
518,IPC,420
519,IPC,268
520,IPC,323
521,IPC,420
522,IPC,420
523,IPC,379
524,IPC,454
524,IPC,457
525,IPC,356
525,IPC,379
526,IPC,420
526,IPC,66D
527,IPC,454
527,IPC,457
528,IPC,379
528,IPC,380
529,IPC,21
529,IPC,29
530,IPC,420
531,IPC,420
532,IPC,354
533,IPC,268
534,IPC,27
535,IPC,498A
536,IPC,420
537,IPC,363
537,IPC,365
538,IPC,420
538,IPC,66D
539,IPC,498A
540,IPC,498A
541,IPC,21
541,IPC,29
542,IPC,323
543,IPC,356
543,IPC,379
544,IPC,420
544,IPC,66D
545,IPC,323
546,IPC,420
547,IPC,379
548,IPC,27
549,IPC,307
550,IPC,323
551,IPC,379
551,IPC,380
552,IPC,268
553,IPC,379
553,IPC,380
554,IPC,379
555,IPC,379
555,IPC,380
556,IPC,379
556,IPC,380
557,IPC,420
557,IPC,66D
558,IPC,354
559,IPC,379
559,IPC,380
560,IPC,454
560,IPC,457
561,IPC,21
561,IPC,29
562,IPC,498A
563,IPC,379
563,IPC,380
564,IPC,268
565,IPC,454
565,IPC,457
566,IPC,27
567,IPC,147
567,IPC,148
568,IPC,147
568,IPC,148
569,IPC,147
569,IPC,148
570,IPC,379
570,IPC,380
571,IPC,498A
572,IPC,379
573,IPC,323
574,IPC,379
574,IPC,380
575,IPC,454
575,IPC,457
576,IPC,395
577,IPC,420
578,IPC,27
579,IPC,498A
580,IPC,268
581,IPC,323
582,IPC,268
583,IPC,420
584,IPC,354D
584,IPC,67
585,IPC,143
586,IPC,379
586,IPC,380
587,IPC,323
588,IPC,454
588,IPC,457
589,IPC,307
590,IPC,420
590,IPC,66D
591,IPC,379
592,IPC,323
593,IPC,27
594,IPC,379
594,IPC,380
595,IPC,454
595,IPC,457
596,IPC,143
597,IPC,323
598,IPC,354
599,IPC,454
599,IPC,457
600,IPC,379
600,IPC,380
601,IPC,454
601,IPC,457
602,IPC,420
603,IPC,268
604,IPC,27
605,IPC,325
605,IPC,326
606,IPC,323
607,IPC,498A
608,IPC,379
608,IPC,380
609,IPC,354D
609,IPC,67
610,IPC,379
610,IPC,380
611,IPC,498A
612,IPC,420
613,IPC,395
614,IPC,454
614,IPC,457
615,IPC,147
615,IPC,148
616,IPC,354
617,IPC,356
617,IPC,379
618,IPC,21
618,IPC,29
619,IPC,420
620,IPC,379
620,IPC,380
621,IPC,392
622,IPC,420
623,IPC,356
623,IPC,379
624,IPC,379
624,IPC,380
625,IPC,454
625,IPC,457
626,IPC,420
627,IPC,323
628,IPC,356
628,IPC,379
629,IPC,323
630,IPC,363
630,IPC,365
631,IPC,420
632,IPC,379
633,IPC,379
633,IPC,380
634,IPC,498A
635,IPC,323
636,IPC,147
636,IPC,148
637,IPC,27
638,IPC,379
639,IPC,420
639,IPC,66D
640,IPC,363
640,IPC,365
641,IPC,268
642,IPC,354
643,IPC,354
644,IPC,420
645,IPC,379
646,IPC,379
647,IPC,323
648,IPC,454
648,IPC,457
649,IPC,302
650,IPC,420
651,IPC,379
651,IPC,380
652,IPC,354
653,IPC,363
653,IPC,365
654,IPC,379
654,IPC,380
655,IPC,379
655,IPC,380
656,IPC,379
656,IPC,380
657,IPC,379
658,IPC,325
658,IPC,326
659,IPC,323
660,IPC,498A
661,IPC,21
661,IPC,29
662,IPC,379
662,IPC,380
663,IPC,147
663,IPC,148
664,IPC,147
664,IPC,148
665,IPC,21
665,IPC,29
666,IPC,379
666,IPC,380
667,IPC,354
668,IPC,268
669,IPC,420
670,IPC,395
671,IPC,420
672,IPC,379
672,IPC,380
673,IPC,354D
673,IPC,67
674,IPC,323
675,IPC,379
675,IPC,380
676,IPC,420
676,IPC,66D
677,IPC,498A
678,IPC,356
678,IPC,379
679,IPC,21
679,IPC,29
680,IPC,354D
680,IPC,67
681,IPC,379
682,IPC,420
683,IPC,420
684,IPC,498A
685,IPC,392
686,IPC,420
686,IPC,66D
687,IPC,143
688,IPC,354
689,IPC,323
690,IPC,420
690,IPC,66D
691,IPC,27
692,IPC,454
692,IPC,457
693,IPC,325
693,IPC,326
694,IPC,420
694,IPC,66D
695,IPC,379
695,IPC,380
696,IPC,392
697,IPC,379
698,IPC,27
699,IPC,27
700,IPC,420
700,IPC,66D
701,IPC,356
701,IPC,379
702,IPC,379
702,IPC,380
703,IPC,363
703,IPC,365
704,IPC,325
704,IPC,326
705,IPC,498A
705,IPC,304B
706,IPC,325
706,IPC,326
707,IPC,420
708,IPC,392
709,IPC,379
709,IPC,380
710,IPC,454
710,IPC,457
711,IPC,323
712,IPC,356
712,IPC,379
713,IPC,498A
713,IPC,304B
714,IPC,454
714,IPC,457
715,IPC,325
715,IPC,326
716,IPC,143
717,IPC,356
717,IPC,379
718,IPC,379
719,IPC,392
720,IPC,323
721,IPC,21
721,IPC,29
722,IPC,356
722,IPC,379
723,IPC,420
724,IPC,420
725,IPC,354
726,IPC,392
727,IPC,325
727,IPC,326
728,IPC,454
728,IPC,457
729,IPC,379
730,IPC,354
731,IPC,143
732,IPC,323
733,IPC,379
734,IPC,420
735,IPC,323
736,IPC,323
737,IPC,420
738,IPC,354
739,IPC,420
739,IPC,66D
740,IPC,354
741,IPC,325
741,IPC,326
742,IPC,420
742,IPC,66D
743,IPC,420
743,IPC,66D
744,IPC,356
744,IPC,379
745,IPC,354
746,IPC,420
747,IPC,147
747,IPC,148
748,IPC,323
749,IPC,379
749,IPC,380
750,IPC,420
750,IPC,66D
751,IPC,354
752,IPC,379
753,IPC,498A
754,IPC,325
754,IPC,326
755,IPC,323
756,IPC,420
756,IPC,66D
757,IPC,147
757,IPC,148
758,IPC,323
759,IPC,325
759,IPC,326
760,IPC,420
760,IPC,66D
761,IPC,379
762,IPC,27
763,IPC,379
764,IPC,379
764,IPC,380
765,IPC,27
766,IPC,454
766,IPC,457
767,IPC,302
768,IPC,379
768,IPC,380
769,IPC,354
770,IPC,323
771,IPC,379
772,IPC,323
773,IPC,323
774,IPC,27
775,IPC,268
776,IPC,420
777,IPC,395
778,IPC,392
779,IPC,392
780,IPC,379
780,IPC,380
781,IPC,354
782,IPC,356
782,IPC,379
783,IPC,268
784,IPC,354
785,IPC,302
786,IPC,379
786,IPC,380
787,IPC,356
787,IPC,379
788,IPC,27
789,IPC,420
789,IPC,66D
790,IPC,363
790,IPC,365
791,IPC,392
792,IPC,268
793,IPC,323
794,IPC,325
794,IPC,326
795,IPC,307
796,IPC,268
797,IPC,323
798,IPC,420
798,IPC,66D
799,IPC,392
800,IPC,323
801,IPC,356
801,IPC,379
802,IPC,379
803,IPC,392
804,IPC,420
804,IPC,66D
805,IPC,268
806,IPC,379
806,IPC,380
807,IPC,27
808,IPC,379
809,IPC,323
810,IPC,420
810,IPC,66D
811,IPC,420
812,IPC,379
812,IPC,380
813,IPC,323
814,IPC,379
814,IPC,380
815,IPC,307
816,IPC,420
816,IPC,66D
817,IPC,323
818,IPC,325
818,IPC,326
819,IPC,354
820,IPC,379
821,IPC,379
822,IPC,143
823,IPC,356
823,IPC,379
824,IPC,143
825,IPC,420
826,IPC,379
826,IPC,380
827,IPC,454
827,IPC,457
828,IPC,356
828,IPC,379
829,IPC,356
829,IPC,379
830,IPC,379
830,IPC,380
831,IPC,420
832,IPC,420
833,IPC,323
834,IPC,420
834,IPC,66D
835,IPC,379
836,IPC,143
837,IPC,420
838,IPC,379
838,IPC,380
839,IPC,454
839,IPC,457
840,IPC,354
841,IPC,454
841,IPC,457
842,IPC,392
843,IPC,354D
843,IPC,67
844,IPC,395
845,IPC,498A
845,IPC,304B
846,IPC,379
846,IPC,380
847,IPC,379
848,IPC,454
848,IPC,457
849,IPC,268
850,IPC,143
851,IPC,21
851,IPC,29
852,IPC,356
852,IPC,379
853,IPC,354
854,IPC,454
854,IPC,457
855,IPC,498A
856,IPC,420
856,IPC,66D
857,IPC,302
858,IPC,379
858,IPC,380
859,IPC,354
860,IPC,379
860,IPC,380
861,IPC,379
862,IPC,379
863,IPC,379
863,IPC,380
864,IPC,379
864,IPC,380
865,IPC,420
866,IPC,21
866,IPC,29
867,IPC,363
867,IPC,365
868,IPC,454
868,IPC,457
869,IPC,379
870,IPC,302
871,IPC,363
871,IPC,365
872,IPC,420
872,IPC,66D
873,IPC,420
873,IPC,66D
874,IPC,379
875,IPC,379
876,IPC,420
877,IPC,379
878,IPC,498A
878,IPC,304B
879,IPC,379
879,IPC,380
880,IPC,379
881,IPC,498A
882,IPC,27
883,IPC,498A
884,IPC,498A
885,IPC,420
885,IPC,66D
886,IPC,21
886,IPC,29
887,IPC,379
888,IPC,307
889,IPC,143
890,IPC,356
890,IPC,379
891,IPC,379
891,IPC,380
892,IPC,454
892,IPC,457
893,IPC,379
894,IPC,454
894,IPC,457
895,IPC,420
896,IPC,379
896,IPC,380
897,IPC,379
897,IPC,380
898,IPC,325
898,IPC,326
899,IPC,379
899,IPC,380
900,IPC,27
901,IPC,379
902,IPC,356
902,IPC,379
903,IPC,325
903,IPC,326
904,IPC,323
905,IPC,379
905,IPC,380
906,IPC,420
907,IPC,420
908,IPC,379
908,IPC,380
909,IPC,379
909,IPC,380
910,IPC,325
910,IPC,326
911,IPC,323
912,IPC,454
912,IPC,457
913,IPC,420
914,IPC,379
915,IPC,379
916,IPC,147
916,IPC,148
917,IPC,454
917,IPC,457
918,IPC,420
919,IPC,454
919,IPC,457
920,IPC,268
921,IPC,454
921,IPC,457
922,IPC,454
922,IPC,457
923,IPC,379
924,IPC,454
924,IPC,457
925,IPC,454
925,IPC,457
926,IPC,354
927,IPC,420
928,IPC,498A
928,IPC,304B
929,IPC,454
929,IPC,457
930,IPC,454
930,IPC,457
931,IPC,420
931,IPC,66D
932,IPC,498A
933,IPC,379
933,IPC,380
934,IPC,379
935,IPC,420
936,IPC,498A
937,IPC,420
938,IPC,21
938,IPC,29
939,IPC,420
940,IPC,379
940,IPC,380
941,IPC,323
942,IPC,454
942,IPC,457
943,IPC,454
943,IPC,457
944,IPC,323
945,IPC,420
945,IPC,66D
946,IPC,363
946,IPC,365
947,IPC,356
947,IPC,379
948,IPC,323
949,IPC,143
950,IPC,268
951,IPC,325
951,IPC,326
952,IPC,307
953,IPC,27
954,IPC,268
955,IPC,379
956,IPC,379
956,IPC,380
957,IPC,27
958,IPC,379
959,IPC,354D
959,IPC,67
960,IPC,392
961,IPC,498A
962,IPC,420
963,IPC,420
964,IPC,325
964,IPC,326
965,IPC,323
966,IPC,323
967,IPC,420
968,IPC,379
968,IPC,380
969,IPC,420
970,IPC,21
970,IPC,29
971,IPC,268
972,IPC,325
972,IPC,326
973,IPC,147
973,IPC,148
974,IPC,420
975,IPC,498A
976,IPC,323
977,IPC,354D
977,IPC,67
978,IPC,307
979,IPC,379
979,IPC,380
980,IPC,323
981,IPC,268
982,IPC,420
982,IPC,66D
983,IPC,454
983,IPC,457
984,IPC,323
985,IPC,454
985,IPC,457
986,IPC,420
986,IPC,66D
987,IPC,454
987,IPC,457
988,IPC,143
989,IPC,420
989,IPC,66D
990,IPC,354D
990,IPC,67
991,IPC,307
992,IPC,268
993,IPC,420
994,IPC,307
995,IPC,325
995,IPC,326
996,IPC,268
997,IPC,27
998,IPC,325
998,IPC,326
999,IPC,325
999,IPC,326
1000,IPC,454
1000,IPC,457
1001,IPC,420
1002,IPC,420
1002,IPC,66D
1003,IPC,307
1004,IPC,454
1004,IPC,457
1005,IPC,356
1005,IPC,379
1006,IPC,498A
1007,IPC,420
1008,IPC,454
1008,IPC,457
1009,IPC,356
1009,IPC,379
1010,IPC,420
1011,IPC,325
1011,IPC,326
1012,IPC,323
1013,IPC,21
1013,IPC,29
1014,IPC,354D
1014,IPC,67
1015,IPC,363
1015,IPC,365
1016,IPC,420
1017,IPC,323
1018,IPC,395
1019,IPC,354D
1019,IPC,67
1020,IPC,420
1020,IPC,66D
1021,IPC,498A
1022,IPC,379
1022,IPC,380
1023,IPC,420
1023,IPC,66D
1024,IPC,356
1024,IPC,379
1025,IPC,420
1025,IPC,66D
1026,IPC,379
1026,IPC,380
1027,IPC,498A
1027,IPC,304B
1028,IPC,420
1029,IPC,420
1030,IPC,21
1030,IPC,29
1031,IPC,454
1031,IPC,457
1032,IPC,379
1032,IPC,380
1033,IPC,454
1033,IPC,457
1034,IPC,27
1035,IPC,420
1035,IPC,66D
1036,IPC,354D
1036,IPC,67
1037,IPC,323
1038,IPC,498A
1039,IPC,498A
1040,IPC,268
1041,IPC,354
1042,IPC,356
1042,IPC,379
1043,IPC,323
1044,IPC,420
1045,IPC,379
1046,IPC,420
1047,IPC,454
1047,IPC,457
1048,IPC,325
1048,IPC,326
1049,IPC,323
1050,IPC,454
1050,IPC,457
1051,IPC,325
1051,IPC,326
1052,IPC,420
1052,IPC,66D
1053,IPC,323
1054,IPC,268
1055,IPC,454
1055,IPC,457
1056,IPC,356
1056,IPC,379
1057,IPC,325
1057,IPC,326
1058,IPC,379
1058,IPC,380
1059,IPC,392
1060,IPC,454
1060,IPC,457
1061,IPC,354
1062,IPC,392
1063,IPC,379
1063,IPC,380
1064,IPC,323
1065,IPC,323
1066,IPC,420
1066,IPC,66D
1067,IPC,363
1067,IPC,365
1068,IPC,395
1069,IPC,323
1070,IPC,325
1070,IPC,326
1071,IPC,420
1072,IPC,420
1072,IPC,66D
1073,IPC,143
1074,IPC,27
1075,IPC,323
1076,IPC,420
1076,IPC,66D
1077,IPC,379
1077,IPC,380
1078,IPC,323
1079,IPC,354
1080,IPC,420
1080,IPC,66D
1081,IPC,379
1081,IPC,380
1082,IPC,420
1083,IPC,420
1083,IPC,66D
1084,IPC,420
1084,IPC,66D
1085,IPC,420
1085,IPC,66D
1086,IPC,498A
1086,IPC,304B
1087,IPC,354
1088,IPC,420
1089,IPC,323
1090,IPC,454
1090,IPC,457
1091,IPC,27
1092,IPC,379
1093,IPC,268
1094,IPC,379
1095,IPC,325
1095,IPC,326
1096,IPC,379
1096,IPC,380
1097,IPC,454
1097,IPC,457
1098,IPC,454
1098,IPC,457
1099,IPC,354D
1099,IPC,67
1100,IPC,325
1100,IPC,326
1101,IPC,379
1102,IPC,143
1103,IPC,498A
1104,IPC,454
1104,IPC,457
1105,IPC,323
1106,IPC,379
1106,IPC,380
1107,IPC,498A
1108,IPC,323
1109,IPC,420
1109,IPC,66D
1110,IPC,143
1111,IPC,454
1111,IPC,457
1112,IPC,454
1112,IPC,457
1113,IPC,498A
1114,IPC,498A
1114,IPC,304B
1115,IPC,354D
1115,IPC,67
1116,IPC,395
1117,IPC,379
1118,IPC,354D
1118,IPC,67
1119,IPC,325
1119,IPC,326
1120,IPC,379
1121,IPC,143
1122,IPC,498A
1122,IPC,304B
1123,IPC,420
1123,IPC,66D
1124,IPC,27
1125,IPC,498A
1126,IPC,379
1126,IPC,380
1127,IPC,27
1128,IPC,356
1128,IPC,379
1129,IPC,498A
1130,IPC,392
1131,IPC,420
1131,IPC,66D
1132,IPC,379
1133,IPC,379
1133,IPC,380
1134,IPC,379
1134,IPC,380
1135,IPC,21
1135,IPC,29
1136,IPC,420
1137,IPC,395
1138,IPC,143
1139,IPC,420
1139,IPC,66D
1140,IPC,420
1140,IPC,66D
1141,IPC,27
1142,IPC,323
1143,IPC,498A
1144,IPC,420
1145,IPC,379
1146,IPC,307
1147,IPC,363
1147,IPC,365
1148,IPC,147
1148,IPC,148
1149,IPC,379
1149,IPC,380
1150,IPC,323
1151,IPC,379
1151,IPC,380
1152,IPC,498A
1153,IPC,420
1153,IPC,66D
1154,IPC,379
1154,IPC,380
1155,IPC,143
1156,IPC,379
1156,IPC,380
1157,IPC,354D
1157,IPC,67
1158,IPC,268
1159,IPC,392
1160,IPC,498A
1160,IPC,304B
